,Name,Price,Location,Model_Year,Mileage,Fuel_Type,Transmission,Year,Price_per_Mile,Brand,Brand_Model,Fuel,County
134,"Nissan Leaf N-Connecta MY21 40 KWH LED 1 Ägare 2022, Halvkombi",219900,"504 31 Borås, Västra Götaland",Feb 2022,4352,Electric,Automatic,2022,50.528492647058826,Nissan,Nissan Leaf,Electric,Västra Götaland
135,Nissan Leaf LeafN-CONNECTA MY22 39 KWH LED,229900,"451 76 Uddevalla, Västra Götaland",Mar 2022,2575,Electric,Automatic,2022,89.28155339805825,Nissan,Nissan Leaf,Electric,Västra Götaland
136,"Nissan Leaf LeafACENTA MY20 40 KWH 6,6 KW CHARGER",179900,"425 37 HISINGS KÄRRA, Västra Götaland",2021,4961,Electric,Automatic,2021,36.2628502318081,Nissan,Nissan Leaf,Electric,Västra Götaland
137,"Nissan Leaf ACENTA MY20 40 KWH 6,6 KW CHARGER 2021, Halvkombi",179900,"754 54 Uppsala, Uppsala",Jun 2021,4368,Electric,Automatic,2021,41.18589743589744,Nissan,Nissan Leaf,Electric,Uppsala
138,"Nissan Leaf LeafACENTA MY20 40 KWH 6,6 KW CHARGER",179900,"425 37 HISINGS KÄRRA, Västra Götaland",2021,6118,Electric,Automatic,2021,29.405034324942793,Nissan,Nissan Leaf,Electric,Västra Götaland
139,Nissan Leaf N-CONNECTA MY21 40 KWH LED,199900,"754 54 Uppsala, Uppsala",2021,5572,Electric,Automatic,2021,35.87580760947595,Nissan,Nissan Leaf,Electric,Uppsala
140,Ford Mustang Mach-E RWD LONG RANGE 294HK [Moms] [Teknikpaket],358900,"33144 Värnamo, Jönköping",2021,7700,Electric,Automatic,2021,46.61038961038961,Ford,Ford Mustang,Electric,Jönköping
141,Ford Focus FocusMCA ACTIVE 125HK 5D E85 SYNC3 MAN,234900,"507 30 Brämhult, Västra Götaland",2022,607,1.0L Ethanol (E85),Manual,2022,386.98517298187807,Ford,Ford Focus,Ethanol,Västra Götaland
142,Ford Kuga Titanium Plug-In Hybrid Automat,269900,"164 74 Kista, Stockholm",May 2022,3199,2.5L Hybrid,Automatic,2022,84.37011566114411,Ford,Ford Kuga,Hybrid,Stockholm
143,"Ford Kuga 2,5 PHEV 225Hk ST-Line X Business Drag / B&O",339900,"425 37 Hisings Kärra, Västra Götaland",2022,2700,2.5L Hybrid,Automatic,2022,125.88888888888889,Ford,Ford Kuga,Hybrid,Västra Götaland
144,Ford Kuga KugaTITANIUM 2.5 PLUG-IN HYBRID FWD 225HK CVT,289900,"141 74 Segeltorp, Stockholm",2022,1550,2.5L Hybrid,Automatic,2022,187.03225806451613,Ford,Ford Kuga,Hybrid,Stockholm
145,"Ford Kuga Kampanj Ränta 0% | PHEV 2,5 225HK | Vinterpaket | Farthållare |",289900,"262 72, Skåne",2022,4350,2.5L Hybrid,Automatic,2022,66.64367816091954,Ford,Ford Kuga,Hybrid,Skåne
146,Kia e-Niro Advance plus Tech Godkänd 64 kWh Pano JBL,254900,"754 54 Uppsala, Uppsala",2022,9038,Electric,Automatic,2022,28.20314228811684,Kia,Kia e-Niro,Electric,Uppsala
147,Kia e-Niro Advance * Godkänd*,294900,"18360 Täby, Stockholm",2022,2384,Electric,Automatic,2022,123.6996644295302,Kia,Kia e-Niro,Electric,Stockholm
148,Ford Focus Focus,189900,"227 64 Lund, Skåne",2020,3500,1.0L Hybrid,Automatic,2020,54.25714285714286,Ford,Ford Focus,Hybrid,Skåne
149,Ford Kuga Titanium Plug-In Hybrid /225HK/56km EL/,269900,"302 41 Halmstad, Halland",Aug 2021,3353,2.5L Hybrid,Automatic,2021,80.49507903370116,Ford,Ford Kuga,Hybrid,Halland
150,Ford Kuga ST-LINE X PHEV AUT LEDRAMP,299900,"168 67 Bromma, Stockholm",2022,5795,2.5L Hybrid,Automatic,2022,51.75150992234685,Ford,Ford Kuga,Hybrid,Stockholm
151,Ford Kuga Titanium PHEV 225hk | Navi | B-kamera,269900,"431 49 Mölndal, Västra Götaland",2021,4360,2.5L Hybrid,Automatic,2021,61.903669724770644,Ford,Ford Kuga,Hybrid,Västra Götaland
152,Ford Kuga KugaTITANIUM 2.5 PLUG-IN HYBRID FWD 225HK CVT,279900,"431 49 Mölndal, Västra Götaland",2021,2740,2.5L Hybrid,Automatic,2021,102.15328467153284,Ford,Ford Kuga,Hybrid,Västra Götaland
153,Ford Puma ST-LINE STYLE EDITION E85 MHEV 125HK MAN,219900,"507 30 Brämhult, Västra Götaland",2022,2480,1.0L Ethanol (E85),Automatic,2022,88.66935483870968,Ford,Ford Puma,Ethanol,Västra Götaland
154,"Ford Focus 1,0 125hk | Navi | Farthållare | Backkamera",139900,"137 69 Österhaninge, Stockholm",2018,4300,1.0L Petrol,Manual,2018,32.53488372093023,Ford,Ford Focus,Petrol,Stockholm
155,"Nissan Leaf LeafACENTA MY20 40 KWH DRIVER ASSIST PACK 6,6 KW",179900,"164 74 Kista, Stockholm",2021,4130,Electric,Automatic,2021,43.559322033898304,Nissan,Nissan Leaf,Electric,Stockholm
156,Nissan Leaf LeafN-CONNECTA MY20 40 KWH LED,199900,"164 74 Kista, Stockholm",2021,4329,Electric,Automatic,2021,46.176946176946174,Nissan,Nissan Leaf,Electric,Stockholm
157,Ford Focus ST-Line Kombi 125Hk Ecoboost | Lågmilare,149900,"749 47 Enköping, Uppsala",2018,4205,1.0L Petrol,Manual,2018,35.648038049940546,Ford,Ford Focus,Petrol,Uppsala
158,Ford Mustang Mach-E RWD STANDARD RANGE Teknikpaket,399900,"164 74 Kista, Stockholm",2022,1645,Electric,Automatic,2022,243.10030395136778,Ford,Ford Mustang,Electric,Stockholm
159,"Ford Focus Kombi 1.0 EcoBoost Manuell, 125hk",129000,"374 32 Karlshamn, Blekinge",2018,10500,1.0L Petrol,Manual,2018,12.285714285714286,Ford,Ford Focus,Petrol,Blekinge
160,Ford Mustang Mach-E AWD LONG RANGE 351hk Teknikpaket+,449900,"164 74 Kista, Stockholm",2021,7000,Electric,Automatic,2021,64.27142857142857,Ford,Ford Mustang,Electric,Stockholm
161,Nissan Leaf LeafN-CONNECTA MY20 40 KWH LED,179900,"163 53 Spånga, Stockholm",2021,5139,Electric,Automatic,2021,35.00681066355322,Nissan,Nissan Leaf,Electric,Stockholm
162,Ford Focus 5D Active 1.0T ECOBOOST 125HK EDITION 6M,174900,"164 74 Kista, Stockholm",2022,5916,1.0L Petrol,Manual,2022,29.56389452332657,Ford,Ford Focus,Petrol,Stockholm
163,Nissan Leaf TEKNA 62KWH,204900,"254 66 Helsingborg, Skåne",2020,6500,Electric,Automatic,2020,31.523076923076925,Nissan,Nissan Leaf,Electric,Skåne
164,Ford Focus Active Kombi 1.0 125hk Automat,199900,"131 52 Nacka, Stockholm",2022,2875,1.0L Petrol,Automatic,2022,69.5304347826087,Ford,Ford Focus,Petrol,Stockholm
165,"Ford Mustang Mach-E GT AWD, LONG RANGE 487 HK",499900,"168 67 Bromma, Stockholm",2021,6450,Electric,Automatic,2021,77.50387596899225,Ford,Ford Mustang,Electric,Stockholm
166,Ford Mustang Mach-E AWD Long Range Tekninkp +| Panorama |B&O,399990,"431 49 Mölndal, Västra Götaland",2021,8000,Electric,Automatic,2021,49.99875,Ford,Ford Mustang,Electric,Västra Götaland
167,"Nissan Leaf LeafACENTA MY20 40 KWH DRIVER ASSIST PACK 6,6 KW",169900,"164 74 Kista, Stockholm",2021,4442,Electric,Automatic,2021,38.24853669518235,Nissan,Nissan Leaf,Electric,Stockholm
168,Ford Kuga Active Plug-In Hybrid | Privatleasa fr. 5095kr/mån,489900,"441 39 Alingsås, Västra Götaland",2024,1,2.5L Hybrid,Automatic,2024,489900.0,Ford,Ford Kuga,Hybrid,Västra Götaland
169,Nissan Leaf LeafACENTA 40 KWH DRIVER ASSIST PACK,179900,"432 32 Varberg, Halland",2021,5823,Electric,Automatic,2021,30.894727803537695,Nissan,Nissan Leaf,Electric,Halland
170,Nissan Leaf LeafN-CONNECTA 39 KWH LED,224900,"432 32 Varberg, Halland",Oct 2022,2633,Electric,Automatic,2022,85.41587542726927,Nissan,Nissan Leaf,Electric,Halland
171,Ford Focus Active 1.0 EcoBoost Active Manuell Euro 6,169900,"164 74 Kista, Stockholm",2020,3368,1.0L Petrol,Manual,2020,50.44536817102138,Ford,Ford Focus,Petrol,Stockholm
172,Kia e-Niro E-NiroADVANCE,269000,"231 66 Trelleborg, Skåne",2021,4979,Electric,Automatic,2021,54.02691303474593,Kia,Kia e-Niro,Electric,Skåne
173,Ford Mustang Mach-E SR AWD Teknikpkt Privatleasing fr. 6995,399900,"431 49 Mölndal, Västra Götaland",2021,6380,Electric,Automatic,2021,62.68025078369906,Ford,Ford Mustang,Electric,Västra Götaland
174,"Ford Mustang Mach-E Standard Range AWD, 269hk, Carplay/360-Kamera - 2021",399900,"254 53 Helsingborg, Skåne",2021,5142,Electric,Automatic,2021,77.77129521586932,Ford,Ford Mustang,Electric,Skåne
175,Ford Mustang Mach-E Mach-E CX727 RWD SR AUT,399900,"721 37 Västerås, Västmanland",2022,4500,Electric,Automatic,2022,88.86666666666666,Ford,Ford Mustang,Electric,Västmanland
176,"Ford Mustang Mach-E Mustang Mach-E RWD, STANDARD RANGE (70 KWH) 269 HK",399900,"141 74 Segeltorp, Stockholm",2022,3700,Electric,Automatic,2022,108.08108108108108,Ford,Ford Mustang,Electric,Stockholm
177,Ford Mustang Mach-E Mustang Mach-E RWD STANDARD RANGE,399900,"164 74 Kista, Stockholm",2022,1706,Electric,Automatic,2022,234.40797186400937,Ford,Ford Mustang,Electric,Stockholm
178,Ford Mustang Mach-E Mustang Mach-E RWD STANDARD RANGE,399900,"141 74 Segeltorp, Stockholm",2022,3500,Electric,Automatic,2022,114.25714285714285,Ford,Ford Mustang,Electric,Stockholm
179,"Ford Focus Active Edition 1.0T EcoBoost, 125hk, fr 3395kr/mån",231920,"152 42 Södertälje, Stockholm",2024,1,1.0L Petrol,Manual,2024,231920.0,Ford,Ford Focus,Petrol,Stockholm
180,Ford Kuga ST-line X Plug-In Hybrid 2.5 225hk,299900,"633 46 Eskilstuna, Södermanland",Mar 2020,3869,2.5L Hybrid,Automatic,2020,77.5135693977772,Ford,Ford Kuga,Hybrid,Södermanland
181,Kia e-Niro ADVANCE 64KWH BACKKAMERA,274900,"141 74 Segeltorp, Stockholm",2021,4496,Electric,Automatic,2021,61.1432384341637,Kia,Kia e-Niro,Electric,Stockholm
182,Ford Mustang Mach-E AWD SR PL Kampanj 5.495:-/mån,359920,"141 74 Segeltorp, Stockholm",2021,3500,Electric,Automatic,2021,102.83428571428571,Ford,Ford Mustang,Electric,Stockholm
183,Ford Kuga ACTIVE 2.5 PLUG-IN FWD 243HK 69km,512700,"137 69 Österhaninge, Stockholm",2025,1,2.5L Hybrid,Automatic,2025,512700.0,Ford,Ford Kuga,Hybrid,Stockholm
184,Ford Kuga ST-Line X Plug-In Hybrid E-CVT 225hk el Drag,319800,"425 37 Hisings Kärra, Västra Götaland",2022,4925,2.5L Hybrid,Automatic,2022,64.93401015228426,Ford,Ford Kuga,Hybrid,Västra Götaland
185,Ford Kuga Active 2.5 Plug-in Hybrid FWD 243hk,489900,"432 48 Varberg, Halland",2024,1,2.5L Hybrid,Automatic,2024,489900.0,Ford,Ford Kuga,Hybrid,Halland
186,Ford Focus MHEV 125HK KAMPANJ PRIVATLEASING fr 2995kr/MÅN,289900,"507 30 Brämhult, Västra Götaland",2024,1,1.0L Petrol,Automatic,2024,289900.0,Ford,Ford Focus,Petrol,Västra Götaland
187,Ford Mustang Mach-E AWD SR | * KAMPANJ * | OMGÅENDE LEVERANS,399900,"441 39 Alingsås, Västra Götaland",2022,2000,Electric,Automatic,2022,199.95,Ford,Ford Mustang,Electric,Västra Götaland
188,Ford Mustang Mach-E AWD SR AUT TEKNIKPAKET,399900,"507 30 Brämhult, Västra Götaland",2021,4600,Electric,Automatic,2021,86.93478260869566,Ford,Ford Mustang,Electric,Västra Götaland
189,Kia e-Niro 64 kWh | ADVANCED PLUS | 204Hk | Carplay,224900,"431 49 Mölndal, Västra Götaland",2019,8200,Electric,Automatic,2019,27.426829268292682,Kia,Kia e-Niro,Electric,Västra Götaland
190,Ford Mustang Mach-E AWD Standard Range Teknikpaket 269hk,399900,"262 72, Skåne",2022,3000,Electric,Automatic,2022,133.3,Ford,Ford Mustang,Electric,Skåne
191,Ford Mustang Mach-E AWD SR PL 4995kr/mån inkl försäkring,399900,"434 37 Kungsbacka, Halland",2022,2000,Electric,Automatic,2022,199.95,Ford,Ford Mustang,Electric,Halland
192,Kia e-Niro Advance 64 kWh 204 Hk Backkamera Privatleasing Fr 4.595 Kr,259900,"141 74 Segeltorp, Stockholm",2021,5507,Electric,Automatic,2021,47.194479753041584,Kia,Kia e-Niro,Electric,Stockholm
193,Kia e-Niro E-NiroADVANCE,279000,"691 47 Karlskoga, Örebro",2021,3450,Electric,Automatic,2021,80.8695652173913,Kia,Kia e-Niro,Electric,Örebro
194,Ford Focus Active 5D 1.0L 125hk E85 Låg skatt,299900,"633 46 Eskilstuna, Södermanland",2024,1,1.0L Ethanol (E85),Automatic,2024,299900.0,Ford,Ford Focus,Ethanol,Södermanland
195,Ford Kuga Active Plug-in hybrid 243 hk,489900,"431 49 Mölndal, Västra Götaland",2024,1,2.5L Hybrid,Automatic,2024,489900.0,Ford,Ford Kuga,Hybrid,Västra Götaland
196,Ford Kuga Active 2.5 Plug-In Hybrid FWD 243hk,489900,"434 37 Kungsbacka, Halland",2024,1,2.5L Hybrid,Automatic,2024,489900.0,Ford,Ford Kuga,Hybrid,Halland
197,Ford Kuga Active 2.5 Plug-In Hybrid FWD 243hk,489900,"164 74 Kista, Stockholm",2024,1,2.5L Hybrid,Automatic,2024,489900.0,Ford,Ford Kuga,Hybrid,Stockholm
198,Ford Kuga Active Plug-In Hybrid 243hk 69km räckvidd 2100kg Dragvikt,489900,"633 46 Eskilstuna, Södermanland",2024,1,2.5L Hybrid,Automatic,2024,489900.0,Ford,Ford Kuga,Hybrid,Södermanland
199,Ford Mustang Mach-E RWD LR Teknikpaket+ |294hk|B&O|61mil|,384900,"302 41 Halmstad, Halland",2021,8194,Electric,Automatic,2021,46.973395167195505,Ford,Ford Mustang,Electric,Halland
200,Volvo V60 D5 PHEV AWD Classic Summum|Värmare|Navi|PDC|,184900,"141 74 Segeltorp, Stockholm",2018,9612,2.4L Hybrid,Manual,2018,19.23637120266334,Volvo,Volvo V60,Hybrid,Stockholm
201,"Kia e-Niro 204Hk, 2023, Navi, Backkamera",329900,"431 53 Mölndal, Västra Götaland",2023,2078,Electric,Automatic,2023,158.75842155919153,Kia,Kia e-Niro,Electric,Västra Götaland
202,Mercedes GLE350e 4MATIC (320 HK) | NAVI | 360 KAMERA | AMG LINE,619900,"431 53 Mölndal, Västra Götaland",2021,9786,2.0L Hybrid,Automatic,2021,63.34559574902922,Mercedes,Mercedes GLE350e,Hybrid,Västra Götaland
203,"Kia e-Niro 64 kWh, 204hk, 2019 | BACKK |",199900,"431 53 Mölndal, Västra Götaland",2019,8826,Electric,Automatic,2019,22.64899161568094,Kia,Kia e-Niro,Electric,Västra Götaland
204,Ford Mustang Mach-E LONG RANGE 91 KWH (294hk) RWD / TEKNIKPAKET,399900,"431 53 Mölndal, Västra Götaland",2022,3142,Electric,Automatic,2022,127.27562062380649,Ford,Ford Mustang,Electric,Västra Götaland
205,Ford Kuga TITANIUM Plug-In Hybrid E-CVT 225hk,254900,"431 53 Mölndal, Västra Götaland",Jun 2021,4875,2.5L Hybrid,Automatic,2021,52.287179487179486,Ford,Ford Kuga,Hybrid,Västra Götaland
206,"Mercedes GLC300e 4Matic, Drag, Navi, 306Hk, 2022, AMG - Line",439900,"431 53 Mölndal, Västra Götaland",2022,9635,2.0L Hybrid,Automatic,2022,45.65646081992735,Mercedes,Mercedes GLC300e,Hybrid,Västra Götaland
207,MG ZS EV LHD 45KWH COMFORT,149900,"431 53 Mölndal, Västra Götaland",Jun 2020,3989,Electric,Automatic,2020,37.57834043619955,MG,MG ZS,Electric,Västra Götaland
208,Mercedes E220 T d 9G-Tronic (194hk) VÄRMARE / DRAG,219900,"431 53 Mölndal, Västra Götaland",2017,16919,2.0L Diesel,Automatic,2017,12.997222058041256,Mercedes,Mercedes E220,Diesel,Västra Götaland
209,Mercedes C300e T e 9G-Tronic AMG Night 313hk 2022,454900,"431 53 Mölndal, Västra Götaland",2022,3723,2.0L Hybrid,Automatic,2022,122.18640881009938,Mercedes,Mercedes C300e,Hybrid,Västra Götaland
210,"Ford Kuga ST-Line, 225hk, 2023, Business Edition CVT",339900,"431 53 Mölndal, Västra Götaland",2023,2703,2.5L Hybrid,Automatic,2023,125.74916759156493,Ford,Ford Kuga,Hybrid,Västra Götaland
211,"Kia e-Niro Advance Plus Tech , 64kwh | Backk | Navi | Apple Carplay |",219900,"431 53 Mölndal, Västra Götaland",2021,9982,Electric,Automatic,2021,22.02965337607694,Kia,Kia e-Niro,Electric,Västra Götaland
212,Kia e-Niro 64 kWh (204hk) ADVANCE PLUS,219900,"431 53 Mölndal, Västra Götaland",May 2021,9218,Electric,Automatic,2021,23.8555001084834,Kia,Kia e-Niro,Electric,Västra Götaland
213,"Kia e-Niro Advance Plus, 204 hk, Kamera",249900,"291 50 Kristianstad, Skåne",Jul 2021,5846,Electric,Automatic,2021,42.74717755730414,Kia,Kia e-Niro,Electric,Skåne
214,"Ford Mondeo ST-Line, Hybrid E-CVT, 187Hk, 2022, Navi",249900,"431 53 Mölndal, Västra Götaland",2022,4382,Hybrid,Manual,2022,57.02875399361022,Ford,Ford Mondeo,Hybrid,Västra Götaland
215,Ford Puma Titanium 1.0T EcoBoost E85 (125hk) NAVI / CARPLAY,189900,"431 53 Mölndal, Västra Götaland",Sep 2022,1185,1.0L Ethanol (E85),Manual,2022,160.25316455696202,Ford,Ford Puma,Ethanol,Västra Götaland
216,Ford Mustang Mach-E Standard Range 269hk Moms|Kamera|GPS,369900,"141 74 Segeltorp, Stockholm",2021,5983,Electric,Automatic,2021,61.82517131873642,Ford,Ford Mustang,Electric,Stockholm
217,"Kia e-Niro 64kwh, Advance, Navi, Apple carplay",249900,"291 50 Kristianstad, Skåne",2021,7566,Electric,Automatic,2021,33.029341792228394,Kia,Kia e-Niro,Electric,Skåne
218,Kia Sportage Sportage1.6 T-GDI DCT AWD GT LINE,194900,"431 53 Mölndal, Västra Götaland",2019,15671,1.6L Petrol,Automatic,2019,12.436985514644885,Kia,Kia Sportage,Petrol,Västra Götaland
219,Mercedes C200 4MATIC 204hk|AMG|Navi|360°Kamera|Carplay|,429900,"141 74 Segeltorp, Stockholm",2023,3186,1.5L Petrol,Automatic,2023,134.93408662900188,Mercedes,Mercedes C200,Petrol,Stockholm
220,Kia e-Niro Niro0% räntakampanj,249900,"213 75 Malmö, Skåne",2021,6524,Electric,Automatic,2021,38.30472103004292,Kia,Kia e-Niro,Electric,Skåne
221,"Ford Mustang Mach-E Long Range, 294hk, 2022 |TEKNIKPAKET+|DRAG|",399900,"431 53 Mölndal, Västra Götaland",2022,6669,Electric,Automatic,2022,59.96401259559154,Ford,Ford Mustang,Electric,Västra Götaland
222,"Ford Mustang Mach-E Mustang Mach-E STANDARD RANGE, 269HK",359900,"291 50 Kristianstad, Skåne",2021,2900,Electric,Automatic,2021,124.10344827586206,Ford,Ford Mustang,Electric,Skåne
223,MG EHS PLUG-IN HYBRID LUXURY NAVI 360 CARPLAY,234900,"141 74 Segeltorp, Stockholm",2021,5648,1.5L Hybrid,Automatic,2021,41.5899433427762,MG,MG EHS,Hybrid,Stockholm
224,Kia e-Niro Niro EVACTION,349900,"141 74 Segeltorp, Stockholm",Mar 2023,1242,Electric,Automatic,2023,281.7230273752013,Kia,Kia e-Niro,Electric,Stockholm
225,"Kia e-Niro NiroAdvance, Skinn, Kamera, Carplay",364900,"291 50 Kristianstad, Skåne",2024,1491,Electric,Automatic,2024,244.73507712944334,Kia,Kia e-Niro,Electric,Skåne
226,Volvo XC60 Recharge T6 AWD 340hk AUT/PANO/NAV/APPLE/MOMS,394900,"291 50 Kristianstad, Skåne",2022,7547,2.0L Hybrid,Automatic,2022,52.32542732211475,Volvo,Volvo XC60,Hybrid,Skåne
227,Kia Ceed Sportswagon Plug-In Hybrid Advance Plus Moms 1 Ägare,219900,"431 53 Mölndal, Västra Götaland",2021,6543,1.6L Hybrid,Automatic,2021,33.60843649701972,Kia,Kia Ceed,Hybrid,Västra Götaland
228,Ford Focus ST-Line Active Navi Rättvärme Keyless,177500,"213 75 Malmö, Skåne",2022,2715,1.0L Petrol,Manual,2022,65.37753222836096,Ford,Ford Focus,Petrol,Skåne
229,"Ford Mustang Mach-E Standard range, 269hk, Pano, B&O, Skin",369900,"213 75 Malmö, Skåne",2021,2300,Electric,Automatic,2021,160.82608695652175,Ford,Ford Mustang,Electric,Skåne
230,Ford S-MAX 2.0 TDCi AWD Powershift 7-Sits Navi,189900,"213 75 Malmö, Skåne",2018,15800,2.0L Diesel,Automatic,2018,12.018987341772151,Ford,Ford S-MAX,Diesel,Skåne
231,Ford Mustang Mach-E AWD Titanium Teknik+ Long Range 99kWh,399900,"213 75 Malmö, Skåne",2021,6000,Electric,Automatic,2021,66.65,Ford,Ford Mustang,Electric,Skåne
232,"Volvo XC40 Recharge Single Motor,| APPLE CARPLAY | NAVI | BACKK",364900,"431 53 Mölndal, Västra Götaland",2023,6588,1.5L Electric,Automatic,2023,55.38858530661809,Volvo,Volvo XC40,Electric,Västra Götaland
233,MG MG5 EV ,239900,"431 53 Mölndal, Västra Götaland",2022,3426,Electric,Automatic,2022,70.02335084646819,MG,MG MG5,Electric,Västra Götaland
234,MG MG4 EV ,259900,"291 50 Kristianstad, Skåne",Dec 2022,2360,Electric,Automatic,2022,110.12711864406779,MG,MG MG4,Electric,Skåne
235,"Kia Sorento Action, PHEV, AWD, Navi, Drag, 265Hk, 2022",439900,"431 53 Mölndal, Västra Götaland",2022,4367,1.6L Hybrid,Manual,2022,100.73276849095488,Kia,Kia Sorento,Hybrid,Västra Götaland
236,Kia Ceed Sportswagon PHEV ADVANCE,224900,"141 74 Segeltorp, Stockholm",2021,4459,1.6L Hybrid,Automatic,2021,50.43731778425656,Kia,Kia Ceed,Hybrid,Stockholm
237,MG MG4 EV ,274900,"213 75 Malmö, Skåne",Apr 2022,425,Electric,Automatic,2022,646.8235294117648,MG,MG MG4,Electric,Skåne
238,"Volvo XC40 P8 AWD RECHARGE, R-Design, 408HK",399900,"291 50 Kristianstad, Skåne",May 2021,5514,Electric,Automatic,2021,72.52448313384113,Volvo,Volvo XC40,Electric,Skåne
239,Mazda CX-60 PHEV HOMURA / CONV + DRIVER / LAGERBIL KAMPANJ,539000,"761 41 Norrtälje, Stockholm",2024,1,2.5L Hybrid,Automatic,2024,539000.0,Mazda,Mazda CX-60,Hybrid,Stockholm
240,Mazda CX-60 PHEV HOMURA / CONV + DRIVER / LAGERBIL KAMPANJ,539000,"761 41 Norrtälje, Stockholm",2024,1,2.5L Hybrid,Automatic,2024,539000.0,Mazda,Mazda CX-60,Hybrid,Stockholm
241,Mazda CX-60 PHEV HOMURA / CONV + DRIVER / Black Week,539000,"761 41 Norrtälje, Stockholm",2024,1,2.5L Hybrid,Automatic,2024,539000.0,Mazda,Mazda CX-60,Hybrid,Stockholm
242,VW Tiguan 2.0 TSI 4M Executive / Värm/ Kamera/ Drag,259900,"127 35 Skärholmen  Stockholm, Stockholm",Jun 2020,8080,2.0L Petrol,Automatic,2020,32.165841584158414,VW,VW Tiguan,Petrol,Stockholm
243,Hyundai Tucson PHEV Advanced AWD / Ledramp / M-värmare/Drag,299900,"127 35 Skärholmen  Stockholm, Stockholm",Sep 2021,10100,1.6L Hybrid,Automatic,2021,29.693069306930692,Hyundai,Hyundai Tucson,Hybrid,Stockholm
244,"Nissan e-NV200 Van 24kWh Comfort Backkamera 2017, Minibuss",105000,"213 75 Malmö, Skåne",Aug 2017,4160,Electric,Automatic,2017,25.240384615384617,Nissan,Nissan e-NV200,Electric,Skåne
245,Mazda CX-80 PHEV Takumi PLUS 7-Sits KAMPANJ,629000,"761 41 Norrtälje, Stockholm",2024,1,2.5L Hybrid,Automatic,2024,629000.0,Mazda,Mazda CX-80,Hybrid,Stockholm
246,Hyundai Kona Electric 39.2 kWh ESSENTIAL,214000,"761 41 Norrtälje, Stockholm",Dec 2021,4641,Electric,Automatic,2021,46.110751993104934,Hyundai,Hyundai Kona,Electric,Stockholm
247,Hyundai Ioniq 6 First Edition 77.4 kWh AWD / Moms,489000,"761 41 Norrtälje, Stockholm",Jul 2023,1048,Electric,Automatic,2023,466.60305343511453,Hyundai,Hyundai Ioniq,Electric,Stockholm
248,Nissan NV400 2.3 dCi VÄRMARE DRAG BACKKAMERA,186250,"761 41 Norrtälje, Stockholm",2020,11222,2.3L Diesel,Manual,2020,16.596863304223845,Nissan,Nissan NV400,Diesel,Stockholm
249,Mazda CX-80 PHEV HOMURA 6-Sits LAGERBIL KAMPANJ,629000,"761 41 Norrtälje, Stockholm",2024,1,2.5L Hybrid,Automatic,2024,629000.0,Mazda,Mazda CX-80,Hybrid,Stockholm
250,Nissan Qashqai DIG-T 160 N-CONNECTA/2WD/AUT/360-KAM,219900,"127 35 Skärholmen  Stockholm, Stockholm",Apr 2021,4614,1.3L Petrol,Automatic,2021,47.659297789336804,Nissan,Nissan Qashqai,Petrol,Stockholm
251,Mazda CX-60 3.3 DIESEL AWD HOMURA LAGERBIL KAMPANJ,539000,"761 41 Norrtälje, Stockholm",2024,1,3.3L Diesel,Automatic,2024,539000.0,Mazda,Mazda CX-60,Diesel,Stockholm
252,Nissan Juke 1.0 ACENTA Comfort Pack Backkamera 117hk,157000,"213 75 Malmö, Skåne",Aug 2020,6844,1.0L Petrol,Manual,2020,22.939801285797778,Nissan,Nissan Juke,Petrol,Skåne
253,Peugeot 208 1.2 PureTech ALLURE Backkamera 100hk,194000,"213 75 Malmö, Skåne",Sep 2023,3663,1.2L Petrol,Automatic,2023,52.962052962052965,Peugeot,Peugeot 208,Petrol,Skåne
254,Peugeot 208 1.2 PureTech ALLURE Backkamera Automat 130hk,180000,"213 75 Malmö, Skåne",Jun 2023,5130,1.2L Petrol,Automatic,2023,35.08771929824562,Peugeot,Peugeot 208,Petrol,Skåne
255,Peugeot 3008 1.6 GT-LINE Automat Backkamera Dragkrok 165hk,215000,"213 75 Malmö, Skåne",Oct 2018,5926,1.6L Petrol,Automatic,2018,36.280796490043876,Peugeot,Peugeot 3008,Petrol,Skåne
