Name,Price,Location,Model_Year,Mileage,Fuel_Type,Gearbox,Gearbox2
"Kia ProCeed GT Backkamera, JBL, Navigation, CarPlay 204hk",209900kr,"44245 Kungälv, Västra Götaland",May 2019,9210 mil,1.6L Petrol,Automatic,204 HP (150 kW)
"Volvo XC60 Polestar Optimering T6 AWD Momentum, R-Design",274000kr,"a  ARLANDASTAD, Stockholm",Aug 2016,8140 mil,2.0L Petrol,Automatic,315 HP (231 kW)
Ford Mondeo 1.5 EcoBoost,164000kr,"13540, Stockholm",2017,4070 mil,1.5L Petrol,Automatic,146 HP (107 kW)
Toyota Yaris 5-dörrar 1.33 Dual VVT-i / Backkamera,108000kr,"a  ARLANDASTAD, Stockholm",Oct 2015,4750 mil,1.3L Petrol,Manual,100 HP (73 kW)
"Ford Focus Kombi 1.5 EcoBoost / NYSERVAD, Dragkrok, PDC-Bak",126000kr,"13540 Tyresö, Stockholm",Jun 2016,11660 mil,1.5L Petrol,Automatic,151 HP (111 kW)
Mazda MX30 e-Skyactiv B-kamera HUD Adaptiv BLIS 143hk,154900kr,"Kungälv, Västra Götaland",1 / 3,Sep 2021,4 428 mil,Electric,≈ 200 km
"Mercedes C220 d 4MATIC 7G-Tronic Plus / Dragkrok, PDC",183000kr,"a  ARLANDASTAD, Stockholm",Dec 2015,14910 mil,2.1L Diesel,Automatic,172 HP (126 kW)
Audi A3 Sportback 1.5 TFSI COD Proline PDC Låg skatt,174900kr,"442 45 Kungälv, Västra Götaland",1 / 3,2018,5 798 mil,1.5L Petrol,Manual
"VW T-Roc 2.0 TSI 4Motion / NYSERVAD, M-Värmare",234000kr,"a  ARLANDASTAD, Stockholm",Apr 2018,6320 mil,2.0L Petrol,Automatic,192 HP (141 kW)
"Skoda Fabia Kombi 1.0 TSI Style / NYSERVAD, CarPlay",101000kr,"13540 Tyresö, Stockholm",Jan 2017,11270 mil,1.0L Petrol,Manual,96 HP (70 kW)
"Toyota Avensis Kombi Valvematic / Dragkrok, Cruise-control, Panorama-tak",129000kr,"a  ARLANDASTAD, Stockholm",Jun 2015,15200 mil,1.8L Petrol,Manual,149 HP (109 kW)
Toyota Corolla Touring Sports Hybrid e-CVT Active / NYSERVAD,164000kr,"a  ARLANDASTAD, Stockholm",Dec 2019,14480 mil,1.8L Hybrid,Automatic,124 HP (91 kW)
BMW 530e iPerformance Sedan Steptronic Sport line / NYSERVAD,266000kr,"19561, Stockholm",Oct 2017,6880 mil,2.0L Hybrid,Automatic,256 HP (188 kW)
"Nissan Qashqai 1.3 DIG-T DCT Acenta / NYSERVAD, Backkamera",211000kr,"a  ARLANDASTAD, Stockholm",Dec 2020,2960 mil,1.3L Petrol,Automatic,162 HP (119 kW)
"BMW 520 d xDrive Sedan Steptronic M Sport / NYSERVAD, 190HK",326000kr,"19561 Arlandastad, Stockholm",May 2020,10180 mil,2.0L Diesel,Automatic,192 HP (141 kW)
"Volvo V40 D2 Momentum / Dragkrok, PDC-Bak",128000kr,"a  ARLANDASTAD, Stockholm",Oct 2017,11370 mil,2.0L Diesel,Manual,122 HP (89 kW)
"Kia Stonic 1.0 T-GDI Advance, Advance Plus / Backkamera",181000kr,"a  ARLANDASTAD, Stockholm",Dec 2019,3970 mil,1.0L Petrol,Automatic,122 HP (89 kW)
Mitsubishi Outlander PHEV,197000kr,"19561, Stockholm",2018,10120 mil,2.0L Hybrid,Automatic,203 HP (149 kW)
Toyota Auris Touring Sports 1.2 Turbo Active Plus,112000kr,"a  ARLANDASTAD, Stockholm",Jul 2016,13980 mil,1.2L Petrol,Manual,117 HP (86 kW)
BMW 330 3-serie i GT xDrive M Sport,239000kr,"19561 Arlandastad, Stockholm",Jun 2018,8540 mil,2.0L Petrol,Automatic,256 HP (188 kW)
"Audi Q5 40 TDI quattro S Tronic, S Line / Värmare, Dragkrok",324000kr,"19561 Arlandastad, Stockholm",Nov 2020,11090 mil,2.0L Diesel,Automatic,192 HP (141 kW)
"Kia Optima Sport Wagon 1.6 T-GDI DCT GT-Line / Värmare, PDC",211000kr,"a  ARLANDASTAD, Stockholm",May 2018,9050 mil,1.6L Petrol,Automatic,183 HP (134 kW)
VW Arteon Shooting Brake 2.0 TDI 4Motion / Dragkrok,294000kr,"Tyresö, Stockholm",Sep 2021,9950 mil,2.0L Diesel,Automatic,203 HP (149 kW)
"Dacia Duster NYSERVAD, Dragkrok, PDC-Bak, Motorvärmare (kupéuttag)",114000kr,"19561 Arlandastad, Stockholm",Oct 2018,5300 mil,1.6L Petrol,Manual,116 HP (85 kW)
Fiat 500C 1.2 8V Lounge / PDC-Bak,80000kr,"19561, Stockholm",Jun 2016,5450 mil,1.2L Petrol,Manual,70 HP (51 kW)
Renault Captur 0.9 TCe / 90HK,99000kr,"19561 Arlandastad, Stockholm",Jul 2016,4330 mil,0.9L Petrol,Manual,92 HP (67 kW)
"Ford Kuga Titanium / Dragkrok, Backkamera",191000kr,"a  ARLANDASTAD, Stockholm",May 2019,8840 mil,2.0L Diesel,Manual,151 HP (111 kW)
"Peugeot 3008 GT HYBRID4 1.6 + 13.2 kWh AWD EAT / PDC, 300HK",255000kr,"19561 Arlandastad, Stockholm",Aug 2020,7140 mil,1.6L Hybrid,Automatic,304 HP (223 kW)
"BMW X3 xDrive30e xLine / Dragkrok, CarPlay, 292HK",389000kr,"19561 Arlandastad, Stockholm",Mar 2020,7900 mil,2.0L Hybrid,Automatic,296 HP (217 kW)
Subaru Levorg 1.6 Lineartronic,167000kr,"19561 Arlandastad, Stockholm",Nov 2015,10930 mil,1.6L Petrol,Automatic,172 HP (126 kW)
"BMW X4 xDrive30i Steptronic M Sport / Dragkrok, M-Värmare",441000kr,"a  ARLANDASTAD, Stockholm",May 2019,5430 mil,2.0L Petrol,Automatic,256 HP (188 kW)
"Kia Picanto 1.25 MPI / CarPlay, Rattvärme, Backkamera",116000kr,"13540 Tyresö, Stockholm",Feb 2018,5400 mil,1.2L Petrol,Automatic,85 HP (62 kW)
"VW Golf Alltrack 180 HK, AWD / PDC, fjärrstyrd Motorvärmare, Dragkrok,",176000kr,"19561, Stockholm",Jun 2018,16230 mil,1.8L Petrol,Automatic,183 HP (134 kW)
"BMW 520 d xDrive Touring Steptronic M Sport / M-Värmare, PDC",301000kr,"13540 Tyresö, Stockholm",Jul 2020,10200 mil,2.0L Diesel,Automatic,192 HP (141 kW)
"Audi A5 Sportback 45 TFSI quattro S Tronic / NYSERVAD, 265HK",348000kr,"13540 Tyresö, Stockholm",Jan 2021,5410 mil,2.0L Petrol,Automatic,268 HP (197 kW)
Kia Ceed GT 1.6 CRDi Line,138000kr,"19561, Stockholm",2016,9 480 mil,1.6L Diesel,Manual,
"Volvo XC60 B4 Geartronic Momentum / Värmare, VOC, Dragkrok",299000kr,"19561 Arlandastad, Stockholm",Mar 2021,11800 mil,2.0L Diesel,Automatic,200 HP (147 kW)
Audi A3 35 TFSI Proline,196000kr,"19561, Stockholm",2019,3340 mil,1.5L Petrol,Manual,150 HP (110 kW)
"Audi Q7 3.0 TDI V6 quattro TipTronic S Line / 7-Sits, 272 HK",386000kr,"Tyresö, Stockholm",Oct 2016,10670 mil,3.0L Diesel,Automatic,275 HP (202 kW)
"BMW X4 xDrive20d Gesture control, Dragkrok, 190HK",364000kr,"a  ARLANDASTAD, Stockholm",Mar 2020,14560 mil,2.0L Diesel,Automatic,192 HP (141 kW)
"Peugeot 208 5-dörrar 1.2 VTi / NYSERVAD, GPS, PDC-Bak",73000kr,"13540 Tyresö, Stockholm",Jun 2016,7460 mil,1.2L Petrol,Manual,83 HP (61 kW)
Renault Captur 0.9 TCe / PDC-Bak,80000kr,"19561 Arlandastad, Stockholm",Jan 2014,9840 mil,0.9L Petrol,Manual,92 HP (67 kW)
"Toyota C-HR 1.2 Turbo AWD / Dragkrok, GPS, Backkamera",206000kr,"Tyresö, Stockholm",Aug 2019,5660 mil,1.2L Petrol,Automatic,117 HP (86 kW)
Mitsubishi Outlander P-HEV Bussiness / 4WD / Premiumljud m.m,147000kr,"a  ARLANDASTAD, Stockholm",May 2015,17270 mil,2.0L Hybrid,Automatic,206 HP (151 kW)
Mazda 2 5-dörrar 1.5 SKYACTIV-G Vision / 90 HK,83000kr,"a  ARLANDASTAD, Stockholm",Apr 2015,11940 mil,1.5L Petrol,Manual,92 HP (67 kW)
"Hyundai Tucson 1.6 T-GDI 4WD DCT / Dragkrok, Taklucka",173000kr,"Tyresö, Stockholm",Feb 2016,12780 mil,1.6L Petrol,Automatic,180 HP (132 kW)
BMW 118 d 5-dörrars Steptronic M Sport / PDC-Bak,181000kr,"a  ARLANDASTAD, Stockholm",Mar 2017,9460 mil,2.0L Diesel,Automatic,151 HP (111 kW)
Nissan Qashqai 1.2 DIG-T Acenta / PDC,144000kr,"Tyresö, Stockholm",Mar 2018,8050 mil,1.2L Petrol,Manual,116 HP (85 kW)
BMW 218 Active Tourer i Steptronic Sport line / NYSERVAD,189000kr,"a  ARLANDASTAD, Stockholm",Jan 2017,2180 mil,1.5L Petrol,Automatic,138 HP (101 kW)
"Mercedes C220 9G-Tronic AMG Line / Burmester, CarPlay",409000kr,"a  ARLANDASTAD, Stockholm",Jun 2021,6170 mil,2.0L Diesel,Automatic,203 HP (149 kW)
"Toyota Aygo X 1.0 VVT-i / NYSERVAD, Backkamera",156000kr,"a  ARLANDASTAD, Stockholm",Oct 2023,170 mil,1.0L Petrol,Manual,73 HP (53 kW)
Dacia Sandero 0.9 TCe Ambience / Bluetooth,71000kr,"19561 Arlandastad, Stockholm",Jun 2018,9100 mil,0.9L Petrol,Manual,92 HP (67 kW)
Seat Ibiza 1.2 TSI,89000kr,"13540, Stockholm",2016,9 620 mil,1.2L Petrol,Manual,
Mazda MX30 Cosmo e-Skyactiv EV (se utrustning),184500kr,"16867 BROMMA, Stockholm",Jun 2021,3830 mil,Electric,≈ 200 km,Automatic
"Toyota Yaris Backkamera, Helljusassistans, Lane assist",137000kr,"19561, Stockholm",Jan 2019,5810 mil,1.5L Petrol,Manual,112 HP (82 kW)
VW Passat Sportscombi Motorvärmare,232000kr,"a  ARLANDASTAD, Stockholm",Sep 2019,12060 mil,2.0L Diesel,Automatic,192 HP (141 kW)
Toyota RAV4 Hybrid RAV4,382000kr,"19561 Arlandastad, Stockholm",Nov 2021,7180 mil,2.5L Hybrid,Automatic,310 HP (228 kW)
"VW Touran PDC, Bluetooth",157000kr,"19561 Arlandastad, Stockholm",Nov 2017,12950 mil,1.2L Petrol,Manual,112 HP (82 kW)
"Volvo V60 T3 Kinetic / NYSERVAD, PDC-Bak",164000kr,"a  ARLANDASTAD, Stockholm",Apr 2017,9710 mil,2.0L Petrol,Manual,154 HP (113 kW)
"VW Tiguan / 150 HK / AWD / Dragkrok, Backkamera",220000kr,"a  ARLANDASTAD, Stockholm",Jun 2018,9220 mil,1.4L Petrol,Automatic,151 HP (111 kW)
"Nissan X-Trail / 360-Kamera, Taklucka, GPS",167000kr,"a  ARLANDASTAD, Stockholm",May 2017,14160 mil,1.6L Diesel,Automatic,132 HP (97 kW)
"Volvo V60 CC Advanced / Motorvärmare, VOC, Dragkrok, 197HK",357000kr,"19561 Arlandastad, Stockholm",Apr 2022,5260 mil,2.0L Diesel,Automatic,200 HP (147 kW)
VW Passat 1.4 TSI ACT Base,178000kr,"19561, Stockholm",2017,8080 mil,1.4L Petrol,Manual,150 HP (110 kW)
"Ford Mondeo Hybrid E-CVT Titanium, MOMS, Blis, Kamera, Navi",199900kr,"44245 Kungälv, Västra Götaland",Mar 2019,9382 mil,2.0L Hybrid,Automatic,188 HP (138 kW)
"VW Passat Alltrack 2.0 TDI 4Motion, Drag, Värmare",189900kr,"16867 BROMMA, Stockholm",Jan 2014,8250 mil,2.0L Diesel,Automatic,177 HP (130 kW)
"Volvo XC90 Inscription / NYSERVAD, 7-Sits, Motorvärmare, 250HK",411000kr,"a  ARLANDASTAD, Stockholm",Jan 2016,8870 mil,2.0L Petrol,Automatic,320 HP (235 kW)
"Mercedes GLA200 d 4MATIC Motorvärmare, Backkamera, PDC",196000kr,"19561, Stockholm",Jun 2016,11150 mil,2.1L Diesel,Automatic,138 HP (101 kW)
"Skoda Octavia Kombi Motorvärmare, Dragkrok, Canton",183000kr,"a  ARLANDASTAD, Stockholm",Jun 2018,11390 mil,2.0L Diesel,Automatic,151 HP (111 kW)
"Mercedes C220 T d BlueTEC / Dragkrok, 170HK",168000kr,"a  ARLANDASTAD, Stockholm",May 2015,17110 mil,2.1L Diesel,Automatic,172 HP (126 kW)
"Volvo XC60 Plug-In Hybrid / Motorvärmare, Panorama, 340HK",414000kr,"a  ARLANDASTAD, Stockholm",May 2021,7170 mil,2.0L Hybrid,Automatic,344 HP (253 kW)
"Nissan Qashqai 1.3 DIG-T XTRONIC-CVT / CarPlay, Rattvärme",286000kr,"19561 Arlandastad, Stockholm",Sep 2023,2930 mil,1.3L Petrol,Automatic,160 HP (117 kW)
"Ford Mondeo Kombi Hybrid E-CVT Titanium / Dragkrok, GPS",201000kr,"19561 Arlandastad, Stockholm",May 2019,8940 mil,2.0L Hybrid,Automatic,189 HP (139 kW)
"Fiat 500C 1.2 8V / NYSERVAD, PDC-Bak",104000kr,"a  ARLANDASTAD, Stockholm",Oct 2017,3530 mil,1.2L Petrol,Manual,70 HP (51 kW)
"Audi A4 Avant 40 TDI quattro Proline / GPS, Rattvärme, 204HK",260000kr,"19561 Arlandastad, Stockholm",Mar 2021,12550 mil,2.0L Diesel,Automatic,207 HP (152 kW)
"Toyota Yaris 5-dörrar 1.33 Dual VVT-i / NYSERVAD, Dragkrok",103000kr,"Tyresö, Stockholm",Oct 2015,7660 mil,1.3L Petrol,Manual,100 HP (73 kW)
"BMW X1 xDrive25e Sport line, Motorvärmare, Dragkrok, 220HK",323000kr,"19561 Arlandastad, Stockholm",Apr 2020,3520 mil,1.5L Hybrid,Automatic,223 HP (164 kW)
"Volvo V90 CC D4 / 190 HK / AWD / Dragkrok, Motorvärmare, PDC, Cruise-control",271000kr,"a  ARLANDASTAD, Stockholm",Nov 2019,16050 mil,2.0L Diesel,Automatic,192 HP (141 kW)
"Hyundai Kona Hybrid Rattvärme, Backkamera, PDC-Bak",194000kr,"19561 Arlandastad, Stockholm",Dec 2021,7290 mil,1.6L Hybrid,Automatic,143 HP (105 kW)
Audi A3 35 TFSI S Tronic Proline,205000kr,"19561, Stockholm",2019,6480 mil,1.5L Petrol,Automatic,150 HP (110 kW)
"Volvo V60 CC D4 Geartronic Summum / VOC, GPS",215000kr,"19561 Arlandastad, Stockholm",Dec 2016,9910 mil,2.0L Diesel,Automatic,192 HP (141 kW)
Audi A5 Sportback 45 TFSI quattro Proline Advanced S Tronic / 265HK,398000kr,"a  ARLANDASTAD, Stockholm",Nov 2022,2740 mil,2.0L Petrol,Automatic,268 HP (197 kW)
Peugeot 3008 1.6 Hybrid 4 300 GT,272000kr,"19561, Stockholm",2021,7950 mil,1.6L Hybrid,Automatic,300 HP (220 kW)
Mercedes E220 E-Klassd T 4Matic Avantgarde,244000kr,"19561, Stockholm",2017,17150 mil,2.0L Diesel,Automatic,195 HP (143 kW)
Volvo V60 2.0 D3 Momentum Geartronic Advanced edition,227000kr,"19561, Stockholm",2019,11730 mil,2.0L Diesel,Automatic,150 HP (110 kW)
"VW Touareg 3.0 V6 TDI 4Motion Navi, Dragkrok 245hk",149900kr,"44245 Kungälv, Västra Götaland",Sep 2012,22966 mil,3.0L Diesel,Automatic,245 HP (180 kW)
"VW Tiguan 2.0 TDI DPF SCR 4Motion / M-Värmare, 190HK",263000kr,"a  ARLANDASTAD, Stockholm",Oct 2019,11570 mil,2.0L Diesel,Automatic,192 HP (141 kW)
"BMW 320 d Touring Steptronic M Sport / GPS, PDC, 190HK",200000kr,"19561, Stockholm",Feb 2016,12500 mil,2.0L Diesel,Automatic,192 HP (141 kW)
"BMW X5 xDrive40e Steptronic M Sport / Dragkork, H/K, 313 HK",327000kr,"19561 Arlandastad, Stockholm",Oct 2017,14240 mil,2.0L Hybrid,Automatic,317 HP (233 kW)
"Volvo XC90 D5 AWD Geartronic Inscription / Dragkrok, 7-Sits",370000kr,"a  ARLANDASTAD, Stockholm",Oct 2015,11190 mil,2.0L Diesel,Automatic,228 HP (167 kW)
"Toyota RAV4 Hybrid AWD-i E-CVT Executive / Backkamera, PDC",371000kr,"H  ARLANDASTAD, Stockholm",Jul 2022,3420 mil,2.5L Hybrid,Automatic,225 HP (165 kW)
Opel Astra 1.4 Dynamic,120000kr,"19561 Arlandastad, Stockholm",Sep 2016,14540 mil,1.4L Petrol,Automatic,151 HP (111 kW)
"Audi A4 Avant 2.0 TDI S Tronic / Dragkrok, Motorvärmare",197000kr,"a  ARLANDASTAD, Stockholm",Feb 2017,9350 mil,2.0L Diesel,Automatic,192 HP (141 kW)
"Volvo XC60 D4 Advanced Edition, Dragkrok, Värmare, GPS 190hk",299900kr,"44245 Kungälv, Västra Götaland",Sep 2019,9461 mil,2.0L Diesel,Automatic,191 HP (140 kW)
"BMW X1 xDrive20d Steptronic xLine / Dragkrok, PDC, 190HK",245000kr,"19561 Arlandastad, Stockholm",Aug 2016,5090 mil,2.0L Diesel,Automatic,192 HP (141 kW)
"Kia Rio 1.0 T-GDI GT-Line / Rattvärme, CarPlay, 120 HK",179000kr,"19561, Stockholm",Mar 2019,3170 mil,1.0L Petrol,Automatic,122 HP (89 kW)
"Peugeot 208 5-dörrar 1.2 VTi / CarPlay, Panoramatak",85000kr,"13540, Stockholm",Apr 2017,5920 mil,1.2L Petrol,Manual,83 HP (61 kW)
"Toyota C-HR Hybrid CVT X-Edition / JBL, Backkamera, GPS",210000kr,"13540, Stockholm",Apr 2018,5260 mil,1.8L Hybrid,Automatic,124 HP (91 kW)
"VW Passat 150HK 1.5 TSI ACT, Business Edition",219900kr,"16867 BROMMA, Stockholm",Aug 2020,10188 mil,1.5L Petrol,Automatic,150 HP (110 kW)
"Ford Focus Kombi 1.5 TDCi Titanium, Låg skatt, 1 ägare 120hk",129900kr,"44245 Kungälv, Västra Götaland",Jan 2018,7127 mil,1.5L Diesel,Manual,120 HP (88 kW)
Peugeot Partner INBUSINESS L1 75hk *Dieselvärmare/dragkrok*,129800kr,"254 66 Helsingborg, Skåne",2019,8400 mil,1.5L Diesel,Manual,77 HP (56 kW)
"Opel Mokka ULTIMATE 130hk Aut V-hjul/Rattvärme/MOMS/4,95% ränta",238800kr,"JÖNKÖPING, Jönköping",Sep 2023,2413 mil,1.2L Petrol,Automatic,131 HP (96 kW)
"BMW 520 d xDrive Touring Steptronic / Dragkrok, Rattvärme",199000kr,"19561, Stockholm",May 2016,10250 mil,2.0L Diesel,Automatic,192 HP (141 kW)
"Peugeot 208 5-dörrar 1.2 VTi / NYSERVAD, CarPlay, Panorama",116000kr,"Tyresö, Stockholm",Mar 2019,1520 mil,1.2L Petrol,Manual,83 HP (61 kW)
BMW 530e iPerformance Sedan Steptronic Sport line / 252 hk,274000kr,"19561, Stockholm",Sep 2018,8340 mil,2.0L Hybrid,Automatic,256 HP (188 kW)
"Dacia Duster / 4WD / Dragkrok, GPS, PDC bak, Motorvärmare",124000kr,"19561, Stockholm",Sep 2017,11420 mil,1.5L Diesel,Manual,111 HP (81 kW)
"Skoda Fabia Kombi 1.2 TSI / CarPlay, PDC-Bak",93000kr,"19561, Stockholm",Mar 2016,8870 mil,1.2L Petrol,Manual,92 HP (67 kW)
"Volvo S60 / 152 HK / Motorvärme, Harmann-Kardon, Dragkrok m.m",138000kr,"H  ARLANDASTAD, Stockholm",Nov 2017,16600 mil,2.0L Petrol,Manual,154 HP (113 kW)
"Renault Captur / Dragkrok, Rattvärme, PDC-Bak",183000kr,"19561, Stockholm",Jun 2020,8650 mil,1.3L Petrol,Automatic,132 HP (97 kW)
"Kia Niro Hybrid Advance Plus, Kamera, GPS, Dragkrok 141hk",209900kr,"44245 Kungälv, Västra Götaland",Sep 2019,3122 mil,1.6L Hybrid,Automatic,142 HP (104 kW)
"Volvo V60 T3 Classic, Värmare, VOC, Rattvärme 152hk",179900kr,"44245 Kungälv, Västra Götaland",May 2018,11598 mil,1.5L Petrol,Automatic,153 HP (112 kW)
Peugeot 3008 GT 130hk AUT/El-baklucka/Carplay/B-kamera,289800kr,"JÖNKÖPING, Jönköping",Mar 2023,3160 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Peugeot 5008 GT 130hk Aut/7-sits/Adaptiv Farthållare/Carplay,319900kr,"JÖNKÖPING, Jönköping",Apr 2023,2164 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Opel Mokka GS P130 AUT +,229900kr,"JÖNKÖPING, Jönköping",May 2023,3071 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Peugeot 408 GT PT 130 AUT/Elstol/El-Lucka/Nav,299900kr,"29165 Kristianstad, Skåne",May 2023,3200 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Peugeot 208 ALLURE PACK PT 100 AUT,179900kr,"JÖNKÖPING, Jönköping",May 2023,5850 mil,1.2L Petrol,Automatic,101 HP (74 kW)
Mitsubishi Outlander P-HEV 2.0 PHEV,209000kr,"19561, Stockholm",Jul 2018,10710 mil,2.0L Hybrid,Automatic,206 HP (151 kW)
Mercedes C300e C-klassT 9G Tronic,273000kr,"19561, Stockholm",Mar 2020,6700 mil,2.0L Hybrid,Automatic,324 HP (238 kW)
Mercedes CLA200 Shooting Brake d 4MATIC AMG Sport,298000kr,"13540, Stockholm",Jun 2020,4270 mil,2.0L Diesel,Automatic,151 HP (111 kW)
Peugeot 508 SW GT-LINE PT 180 AUT8/Nyservad,224900kr,"262 72 Ängelholm, Skåne",Dec 2019,7300 mil,1.6L Petrol,Automatic,181 HP (133 kW)
Peugeot 5008 GT 1.2 PureTech EAT8/Keyless/Adaptiv/B-Kamera,328900kr,"29165 Kristianstad, Skåne",Apr 2023,2321 mil,1.2L Petrol,Automatic,131 HP (96 kW)
"Volvo XC90 T8 AWD Inscription, Drag, Panorama, 7-sits 407hk",349900kr,"44245 Kungälv, Västra Götaland",Sep 2016,18509 mil,2.0L Electric/Petrol,Automatic,407 HP (299 kW)
"Peugeot 5008 GT PT 130 AUT, 7-sitsar, 4,99% ränta",319900kr,"31132 Falkenberg, Halland",2024,1953 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Citroën Berlingo BUS PRE L2 130 AUT,312375kr,"31132 Falkenberg, Halland",2023,384 mil,1.5L Diesel,Automatic,131 HP (96 kW)
Opel Combo Cargo IP L1 ELITE 130hk AT8 Demo/Drag/Moms,332375kr,"29165 Kristianstad, Skåne",2024,3 mil,1.5L Diesel,Automatic,131 HP (96 kW)
Peugeot 3008 GT-LINE AUT 165HK,209000kr,"HELSINGBORG, Skåne",Oct 2018,5293 mil,1.6L Petrol,Automatic,165 HP (121 kW)
"Honda CR-V 2.0 i-VTEC Elegance / Dragkrok, Backkamera",146000kr,"19561, Stockholm",May 2015,14670 mil,2.0L Petrol,Manual,157 HP (115 kW)
Peugeot 308 5D GT PT 130 AUT,259800kr,"JÖNKÖPING, Jönköping",Mar 2023,4966 mil,1.2L Petrol,Automatic,131 HP (96 kW)
"Peugeot 308 5D GT 130hk Aut/V-hjul/MOMS/4,99% RÄNTEKAMPANJ",249800kr,"JÖNKÖPING, Jönköping",May 2023,5980 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Mitsubishi Eclipse Cross Plug-In Hybrid BUSINESS INSTYLE C03 (endast lagerbilar),399900kr,"262 72 Ängelholm, Skåne",May 2023,160 mil,2.4L Hybrid,Automatic,202 HP (148 kW)
Audi A3 1.2 TFSI,124000kr,"19561, Stockholm",2015,12920 mil,1.2L Petrol,Manual,110 HP (80 kW)
"Mercedes CLA200 Shooting Brake 7G-DCT AMG, Kamera, Navigation, 18""",299900kr,"44245 Kungälv, Västra Götaland",Oct 2020,5495 mil,1.3L Petrol,Automatic,164 HP (120 kW)
Opel Astra 4 Turbo,129000kr,"19561, Stockholm",Jun 2017,11470 mil,1.4L Petrol,Automatic,151 HP (111 kW)
Peugeot 3008 GT 130HK AUT *Adaptiv farth/Backkamera*,294800kr,"HELSINGBORG, Skåne",Sep 2023,1615 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Opel Mokka GS P130 AUT,239900kr,"31132 Falkenberg, Halland",2023,1856 mil,1.2L Petrol,Automatic,131 HP (96 kW)
"Mercedes C63S AMG AMGCabriolet, Burmester®, SV-SÅLD 510hk",879900kr,"44245 Kungälv, Västra Götaland",Jul 2021,1950 mil,4.0L Petrol,Automatic,510 HP (375 kW)
"Citroën C4 EDITION 130hk Automat 4,99 Ränta",249900kr,"31132 Falkenberg, Halland",2023,453 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Opel Mokka GS P130 AUT +,239900kr,"31132 Falkenberg, Halland",2023,3960 mil,1.2L Petrol,Automatic,131 HP (96 kW)
"BMW 320 d Touring Sport line, Drag, Navi, PDC, LCI 190hk",229900kr,"44245 Kungälv, Västra Götaland",May 2019,12335 mil,2.0L Diesel,Automatic,191 HP (140 kW)
Suzuki Swace 1.8 Hybrid Select CVT Kampanj!,314900kr,"16867 BROMMA, Stockholm",Jan 2024,1.8L Hybrid,Automatic,141 HP (103 kW),102 g CO2/km comb.
Mazda CX-80 PHEV AWD 6-sits Homura / 10 års garanti,627200kr,"16867 BROMMA, Stockholm",Jan 2024,2.5L Hybrid,Automatic,327 HP (240 kW),"16867 BROMMA, Stockholm"
Opel Vivaro Skåpbil L3 145 AT8 ELITE,503500kr,"262 72 Ängelholm, Skåne",2024,2.0L Diesel,Automatic,145 HP (106 kW),"262 72 Ängelholm, Skåne"
Opel Vivaro Skåpbil L3 145 AT8 ELITE,484875kr,"55454 JÖNKÖPING, Jönköping",2024,2.0L Diesel,Automatic,145 HP (106 kW),"55454 JÖNKÖPING, Jönköping"
Subaru Outback 2.5 4WD XFuel ADVENTURE DRAG / M-VÄRM / V-HJUL,334900kr,"183 60 TÄBY, Stockholm",Oct 2021,5822 mil,2.5L Ethanol (E85),Automatic,169 HP (124 kW)
Mazda CX-60 3.3 DE Homura A8 AWD 254hk - 24,554100kr,"16867 BROMMA, Stockholm",Jan 2024,1 mil,3.3L Diesel,Automatic,327 HP (240 kW)
Skoda Octavia 1.6 Euro 2,10000kr,"Södertälje, Stockholm",2000,11441 mil,1.6L Petrol,Manual,75 HP (55 kW)
Kia e-Niro Action Special Edition | Demo,364800kr,"57225 Oskarshamn, Kalmar",Oct 2024,1000 mil,Electric,≈ 463 km,Automatic
Mazda 3 Hatchback SKYACTIVE-G M Hybrid 2.0 150hk Aut - BACKKAMERA,239900kr,"VÄLLINGBY, Stockholm",Sep 2021,2275 mil,2.0L Hybrid,Automatic,150 HP (110 kW)
Mazda 3 Sky M-hybrid 2.0 150hk -21,239900kr,"421 50 Västra Frölunda, Västra Götaland",2021,3081 mil,2.0L Petrol,Automatic,150 HP (110 kW)
"VW Polo 1.4 TDI DPF BMT Manuell, 90hk, 2016 M&K VÄRM",99500kr,"GÄVLE, Gävleborg",Mar 2016,10800 mil,1.4L Diesel,Manual,92 HP (67 kW)
MG MG4 EV 4 Long Range,274900kr,"30241 Halmstad, Halland",Feb 2022,910 mil,Electric,≈ 450 km,Automatic
Audi SQ7 4.0 TDI V8 quattro *SE UTRUSTNING* 435hk,529800kr,"A  UPPSALA, Uppsala",Jan 2016,9300 mil,4.0L Diesel,Automatic,436 HP (320 kW)
Kia e-Niro 64 kWh Advance,249000kr,"KALMAR, Kalmar",Jul 2021,5993 mil,Electric,≈ 455 km,Automatic
Peugeot Boxer 335 2.0 Volymskåp med brygga,199000kr,"39128 Kalmar, Kalmar",Dec 2019,6296 mil,2.0L Diesel,Manual,164 HP (120 kW)
